sentence,source,target,relation
 The player finishes and stands up.,player,,['finishes']
 The entire Gillette shaving set is shown.,entire,Gillette,['shown']
 The child is then able to stick it in his own mouth but doesn't know what to do.,child,own,['is']
"Prepare, ye Teules, for though ye slay many, ye cannot escape.'",ye,many,['escape']
" The woman cuts the hair of a young man using first a machine, and then a comb and scissors.",woman,first,['cuts']
"""They have carried him off, my lord; or at least, we cannot find his body.",least,,['find']
" When he is done, he dries his hands with a paper towel.",he,paper,['dries']
"Because on first coming aboard her we had been straightway conducted to the oars we knew next to nothing of the Santa Filomena, and were accordingly some time in getting our bearings.",straightway,,"['conducted', 'to']"
 He smiles at the camera and begins to talk to the camera person.,He,camera,"['smiles', 'at']"
"She respects you more than any one, and she would not put you off with fun as she does me.",she,me,['respects']
He then opened the office door and ascended the staircase.,He,then,['opened']
 She uses a strainer to strain the drink into a cocktail glass and places the glass on the table.,She,cocktail,['uses']
Must go round another way.,,,"['go', 'round']"
Again Jack shook his head.,Again,,['shook']
"My heart jumped until I could see my apron move, and my throat went all stiff and dry.",apron,throat,['jumped']
"Put about, mate--put about.""",,,['Put']
"Rather a shabby-looking individual in front of him suddenly stooped and picked up a pocketbook, which appeared to be well filled with money.",suddenly,,['stooped']
 Then she starts the tap to wash off the powder and bleach.,Then,,['starts']
"Operators, telegraph and telephone, staying at their posts had sent in constant messages that had terminated with an abruptness which told of the tragic sequel.",which,tragic,"['sent', 'in', 'constant']"
A man wearing a black clothes is sharpening the knife on a stone.,man,black,['sharpening']
The giant closed his eyes and pretended to go to sleep.,giant,sleep,['closed']
 She also uses some lime green nail polish and paints the nails to finish off the process and make them shiny.,lime,green,['uses']
Bill's face beamed.,face,,['beamed']
"Only on great occasions were the boys and girls admitted to the blue-and-white room, when they were given shortbread, but had to eat it with their heads flung back so that no crumbs should fall.",back,,['were']
The girl shivered and moaned.,girl,,['shivered']
 The lady laughs then waves to the camera.,lady,then,['laughs']
King Otto straightened his shoulders and put away the handkerchief.,King,Otto,['straightened']
A guy is in his garage.,guy,garage,"['is', 'in']"
 We see another score and the men playing in the water.,We,water,['see']
"He's going to remember Mr. Trampas and his spite-work if he's got to tear him out from under the wing, and maybe tear off the wing in the operation.",spite,he,['going']
 He uses a scrapper the scrape of a sticker from one of the windows.,He,windows,['uses']
"He wrung his right hand violently, and as he did so he sent a little spray of blood from his finger-tips.",so,,['wrung']
 She pets one of the dogs.,She,dogs,['pets']
Randall heard Milton and Lanier choke with the horror that shook his own heart and brain as he gazed.,own,,['heard']
"Mr. Vulto picked up the paper with precautions, as if it were a contagion, and, assuming eyeglasses, perused it with his mouth open.",mouth,it,['picked']
And the soft crashings of the coals as the fire settled down into the grate became less and less audible as the fire sank and the flames resigned their fierceness.,flames,fierceness,['became']
A man is seen talking to the camera while holding a tennis racket and begins demonstrating how to hit the ball.,man,how,['seen']
 The batsmen is batting while the bowler is doing an overhand throw.,bowler,overhand,['batting']
" They swim in the water, playing a game with a ball.",They,ball,"['swim', 'in']"
"But before I had recovered from the consternation into which I had been thrown, the fatal packages were hoisted aloft, and once more swung over my head.",fatal,,['hoisted']
 The man is shown painting the fence white.,man,fence,['shown']
We see shots of a sink.,We,sink,['see']
Several percussionists stand on a field.,Several,,"['stand', 'on']"
"Will you go to London to-morrow?""",you,morrow,"['go', 'to']"
The lumberman's hour of bliss had arrived.,hour,bliss,['arrived']
 The man then jumps over a beam and onto a mat.,man,then,"['jumps', 'over']"
We see a lady doing a hula hoop routine.,lady,hula,['see']
A woman behind a bar is showing how to make a mixed drink.,woman,mixed,['showing']
 There are pictures of sumo wrestlers shown too.,,sumo,['are']
"""Master Tom,"" interrupted Giles, who was rowing the boat.",who,boat,['interrupted']
CHASED BY BLOOD-HOUNDS.,,BLOOD,"['CHASED', 'BY']"
"Do not tilt the rice-bag upside down ... Bless the household, Holy One, and forgive thy servant her stupidities.'",,down,['Bless']
 The people are doing the moves with him on the beach.,people,beach,['doing']
Larry bent tensely forward.,Larry,,['bent']
A small child is seen sitting on a swing smiling at the camera.,small,,['seen']
"The tall figure in the doorway was glancing from table to table, nodding here and there to an acquaintance.",tall,,"['glancing', 'from']"
"And almost as if communing with himself, he said: ""So you do not fear the Yellow Peril, that terrible swarming of Asiatic barbarians who, it was said, would at some fatal moment sweep down on our Europe, ravage it, and people it afresh?",it,fatal,['said']
 The woman looks up at the camera.,woman,camera,['looks']
"""Peter,"" she called, ""you may set the table.",you,table,['set']
She went to Judge Driscoll's kitchen first of all.,She,first,"['went', 'to']"
"But this offer received no answer, and in five minutes more Mallalieu heard the case adjourned for a week and himself and Cotherstone committed to Norcaster Gaol in the meantime.",himself,Norcaster,['received']
"I was consultin' Miss Jane about borrowin' a piano from the Y. M. C. A. tent, but he kicks right in.",consultin,C.,['was']
"The screw was set in motion, and the Nautilus, moving with speed, was soon beyond the reach of the ship's guns.",screw,soon,"['set', 'in']"
They go together.,They,,['go']
 More and more people are shown throwing javelins.,More,,['shown']
"Adam said, ""H'lo, Mamma,"" and opened the car door.",Adam,Mamma,['said']
A girl swings her stick away at a pinata.,girl,away,['swings']
"Nor did the omission of her evening prayers quite solve the difficulty, for when she could think no more of Owen, the fear of God returned.",fear,God,['solve']
II ON my first dash to the Northern fighting line--Greer told me the other night--I carried supplies to an ambulance where the surgeon asked me to have a talk with an officer who was badly wounded and fretting for news of his people in the east of France.,who,badly,['carried']
"Once, it seemed, had Mrs. Carter tried to commit suicide by hanging herself to a nail in a door, so maddening had the torture been.",so,,['tried']
"""Kepta is withdrawing the living light, so that we will have to wander in the dark.""",living,,['withdrawing']
Several old rams with wide curling horns faced around; and some of the ewes climbed up on the densely packed mass.,around,curling,['faced']
 He dries and sprays the hair into a spikey look.,He,spikey,['dries']
"In fact he now remembered having been brushed against by a passing cab, which had rattled by furiously while he was crossing the Pont Louis Philippe, amid the downpour of the storm.",furiously,,['remembered']
 Her hair is succesfully braided and she shows off the finished look.,succesfully,,['braided']
"""Those are my boys learning to shoot birds flying,"" said Zhmuhin.",Zhmuhin,,['said']
"""Not more than three-quarters of an hour at most, the nurse said,"" she remarked, as they sat down at the bedside.",they,bedside,['remarked']
"Their doors were shut; the one at his right hand was locked, the other yielded to his touch.",right,,"['yielded', 'to']"
"With every moment he felt it pouring into him, tingling softly as it ran.",softly,,['felt']
"There was no boat on the lake; but at my solicitation and for my special use, some of the young men attached to Marheyo's household, under the direction of the indefatigable Kory-Kory, brought up a light and tastefully carved canoe from the sea.",special,,['was']
"She, too, wandered through the empty rooms, spending most of her time in the deserted apartment on the ground floor.",She,deserted,"['wandered', 'through']"
"All marched on in silence to where lay the dog-sledge, guarded by May-may-gwan.",All,where,['marched']
A group of boys are shown running down a gym holding hands and putting their hands into the air.,group,holding,['shown']
"They sped on together towards the fence of the town that was now but a ring of fire, Umslopogaas and Galazi in front, each holding the Lily by a hand.",now,,['sped']
"""I learned all I'd the chance at in the Home, and me schooling was good as far as it went.",far,,['learned']
"Yes, and not theirs only, for now a white man appeared, who lifted what might have been a gun, or a telescope, towards her.",what,her,['appeared']
the girl hula hoops a big tire hula hoop then hula hoops with three hula hoops using her two hands and one feet in the air.,girl,hula,['hoops']
It was only when the sloops were tossed upon the crests of the waves at the same time that they caught sight of each other.,that,,['was']
With her wetted handkerchief she gently wiped the blood from Pa's hair.,wetted,,['wiped']
It is necessary to know how fast the bomb falls in order to know when to set the time fuse that will explode it; though some bombs will explode on concussion.,bombs,concussion,"['is', 'necessary']"
 There are couples dancing together to the music doing the Salsa style of dance.,,together,['are']
"After a battle that seemed to last all night, and that was actually fought all over that part of the deck, we held the creature subdued, and Mac, getting a hand free, struck a match.",creature,hand,['held']
"It did not appear far to where the dog was barking, but the latter part of the distance proved to be a hard climb over jumbled rocks and through thick brush.",latter,,['appear']
That was a time which carried them both back almost to Conscience's visit in the Valley of Virginia.,which,almost,['was']
But Joe was not to be hurried; neither was he going to waste precious time on unnecessary talk.,he,unnecessary,['going']
 He lifts up a shoe and bottle of detergent.,He,detergent,['lifts']
But Padre Esteban laid his large brown hand on the young man's shoulder.,Padre,Esteban,['laid']
"""Then you'll go?"" quickly cried the eccentric man.",Then,,['go']
 He is holding a bowl of noodles and broth.,He,noodles,['holding']
"He knelt by the body and was busy for a moment applying other tests; then he rose again, and said, with a sort of confident despair: ""Lord Hastings is dead.""",confident,Lord,['rose']
"So, unable to give any satisfactory account of himself, he was made prisoner on the spot, and soon after found himself handcuffed and locked up in the Bound House of the place, a prison so called, appropriated to runaways, and those convicted of minor offences.",after,,['made']
"Angela stood with her back to the fire, looking at him; her hands were locked behind her.",back,,"['locked', 'behind']"
"Messrs. Dillon and Grahame may settle themselves comfortably in the town, on their word not to depart without permission.",Messrs.,Dillon,['settle']
 We see the vacuum attachment product and see the product in action.,We,vacuum,['see']
 Two women in gym exercise pants ride on stationary bikes in a gym together.,Two,,"['ride', 'on', 'stationary']"
 The woman starts doing some ballet moves.,woman,ballet,['nothing']
 She continues exercising and a close up of the machine is shown.,close,up,['continues']
 The man talks to the camera and the man leans left one more time.,man,camera,"['talks', 'to']"
 The man keeps blowing smoke into the air.,man,air,['keeps']
"""He never knew pain,"" I pursued, ""and he died doing the thing he liked best in the world.",he,best,['pursued']
He was not asked to sit down.,He,,['asked']
A person is seen wearing slippers and holding a stick in their hands.,person,hands,['seen']
A kid rides an inner tube down a big snow hill.,kid,big,['rides']
Information about Blackjack site iis provided.,,Blackjack,"['Information', 'about']"
That night he put an electric torch in his pocket and set out alone in the darkness to add the last links to his argument.,night,,['put']
"I hesitate to bring against him that most inglorious of all charges, an accusation of sentimental fatuity, of the disposition to invent obstacles to enjoyment so that he might have the pleasure of seeing a pretty girl attempt to remove them.",sentimental,,['hesitate']
And there they sat waiting.,there,,['sat']
"On the next day, as he entered the palace, he was informed by the Lord Chamberlain that he was deprived of his office of Gentleman of the Bed-Chamber; and when he demanded the reason of his sudden dismissal, the Duke of Lennox, with a shrug of the shoulders, declared he was unable to afford him any information.",sudden,,"['informed', 'by']"
"""I wanted to know if you were able to raise any cash.",you,cash,['wanted']
"If it was any other girl in the world she'd run away, or manage it somehow, but Prissy never will.",somehow,,['run']
"Od twist me, but we'll put an end to that, my bully-boy.",we,bully,['twist']
 We see a black screen and credits.,We,black,['see']
" Scenes from the interior of an airport are shown, with people walking around or waiting.",people,airport,['shown']
"Miss Lord set the bread on a neighboring desk, and the two withdrew.",neighboring,,['set']
"Once or twice I inquired after the harbor or the berth of the ship Rose; but either fell on some who spoke only Hollands, or my own French failed me.",own,,"['inquired', 'after']"
"As the routine continues,more stunts are performed and the Tiger mascot continues to cheer with the girls.",Tiger,mascot,['performed']
"""There is much in what you say, Sir Cuthbert; and indeed a certain confirmation is given to it by the fact that only yesterday I received a letter from Sir Rudolph, urging that now the Lady Margaret is past the age of fifteen, and may therefore be considered marriageable, the will of the prince should be carried into effect, and that she should for the present be committed to the charge of the Lady Clara Boulger, who is the wife of a friend and associate of Sir Rudolph.",Lady,Clara,"['carried', 'into']"
"I forgot it was Tuesday, and can't put it off, as I've asked all the rest.",I,rest,['forgot']
"The Doctor watched him as he drew near, receiving, from each of the embayed windows in succession, a flush of morning sun; and Otto looked so gay, and walked so airily, he was so well dressed and brushed and frizzled, so point-device, and of such a sovereign elegance, that the heart of his cousin the recluse was rather moved against him.",sovereign,point,['watched']
"However, as soon as the servant opened the door of the first drawing-room, a stream of light dazzled the guests.",first,drawing,['dazzled']
 They are working on a bicycle.,They,bicycle,"['working', 'on']"
"A woman is standing in front of a counter in a kitchen, talking.",woman,kitchen,"['standing', 'in']"
"And you the captain?"" cried Rose, deeply impressed by the high honor to which her kinsman had arrived.",high,,['cried']
"It was: ""Behind me the Jordan and the Sea of Galilee, into which, if my flanks were turned, I should be driven, I and all my host.",I,which,['was']
A woman is seated as a person with gloved hands inserts a hole into her tongue.,woman,gloved,"['seated', 'as']"
 People then run over to measure the distance.,People,then,['run']
Several pairs of people are out in the desert holding a selfie stick as they travel around on camels.,out,selfie,['are']
"""Thank you,"" he said simply, and parted the bushes for her to enter Freckles' room.",simply,,['said']
The sand was heaped up with them.,sand,them,['heaped']
 The lady shows off her painted nails.,lady,painted,"['shows', 'off']"
 The man sees a bobble doll and pushes it.,man,bobble,['sees']
"""I have sent in the fruit,"" the latter said.",latter,fruit,['said']
 She think instructs to mix rum and lemon juice into the glass and an ounce of different rum.,She,different,['think']
"Mrs. Burroughs leaned forward over the fence, lifted his torn straw hat, and dropped a fluttering little kiss on his forehead.",Mrs.,Burroughs,['leaned']
When the black horse entered the oval the train of racing horses extended to the top of the ridge.,black,,['entered']
"They whirled through Miss Mapp's head like the autumn leaves which she admired so much, and she tried in vain to catch them all, and, when caught, to tick them off on her fingers.",much,,"['whirled', 'through']"
"A man is driving a boat, then two men are sitting on the side of the boat, the man in black life vest is on the side of the boat then let go off the boat then start to wakeboard while he is holding on to the harness.",then,life,"['is', 'on']"
"It had many openings and ferny howes; and a road or bridle-track ran north and south through the midst of it, by the edge of which, where was a spring, I sat down to eat some oat-bread of Mr. Henderland's, and think upon my situation.",I,Mr.,['sat']
"He hopped aside with great agility to avoid stepping on her, and then picked her up and set her on her feet.",He,then,['hopped']
"""And don't blame a man for too much caution; no offence intended; and these China rivers shake a fellow's nerve.",China,rivers,['shake']
  The family watch the weather outdoors as it begins to rain and a little girl runs out into the rain and dances in it.,little,,['watch']
"Five sons he laid in their graves, yet his heart was not hardened.",heart,graves,['hardened']
"Should you give your consent to the marriage, I may as well say at once that I wish to carry out the most liberal money arrangements in my power.",once,,['say']
"""I like to see him by the side of Don Gabriel and to hear them talk as they walk in the cloister.",they,cloister,['like']
Then another player from the green team comes forward to play.,Then,,['comes']
"He kept up his astonishing speed until his rider voluntarily checked him, and then his gait remained his natural one until nature succumbed and he dropped dead.",he,voluntarily,['kept']
"The place had an air of solitude that daunted even a solitary like myself; the wind cried in the chimneys with a strange and wailing note; and it was with a sense of escape, as if I were going indoors, that I turned away and, driving my cart before me, entered the skirts of the wood.",indoors,,"['cried', 'in']"
 The man in black climbs the rock wall then down again.,man,rock,['climbs']
He left with me.,He,me,"['left', 'with']"
"The same ideas went on passing through his mind, and he pronounced mentally the same words over and over again.",he,same,"['went', 'on']"
No. He descended heavily through the sleeping house.,He,heavily,['descended']
"Mrs. Engledew handed him the diamonds in a small case, which he put in his pocket.",small,,['handed']
"Upstairs in the salon of Maria Theresa, lighted by one candle and freezing cold, in a stiff chair under the great chandelier Peter Byrne sat and waited and blew on his fingers.",great,Peter,['sat']
The others posted themselves a little way behind the tree.,others,way,['posted']
"With papers in hand, he stationed himself immediately under the jurors' box and facing the bar.",he,immediately,['stationed']
It seemed to him that some three hours passed before a faint light began to dawn in the sky.,faint,,"['seemed', 'to']"
"I've got a lemon cream pie in the oven and I've got to run.""",lemon,cream,['got']
  The adults are guiding the lines.,adults,lines,['guiding']
 The timer continues as he solves the cube.,he,cube,['continues']
"When the six-o'clock whistle blew, and the workmen streamed out of the factories, it was a wild waste of winter and storm.",it,wild,['was']
With each enlargement we will send FREE a hand-tinted miniature reproduction of photo sent.,we,miniature,['send']
"Barnabas kept listening anxiously for the crackle of the hearth fire in the best room; he hoped Charlotte had lighted the fire, and they should soon go in there by themselves.",they,there,['hoped']
"He hangs up the imaginary American's hat, he escapes by the fanlight, and he goes out by the back way to avoid the housekeeper's observation.",he,back,"['escapes', 'by']"
 He is then shown speaking into the camera and going into detail with regards to the products features.,He,then,['shown']
"When she is finish,she looks into the camera smiles and stops playing.",she,camera,"['looks', 'into']"
 Many characters are shown waving to the runners as well as more shots of people running past characters and going through the finish line and celebrating.,Many,,['shown']
"Wicks, his head full of a schooner's mainsail, turned his mind to the spanker.",Wicks,full,['turned']
 She walks away holding the bottle in her hand.,She,away,['walks']
"Twenty-four hours later, when trains were limping into terminals hours behind time, when call after call was going forth to summon aid for the stricken systems of Missouri, when double-headers, frost-caked wheels churning uselessly, bucked the drifts in a constantly losing battle; when cattle trains were being cut from the schedules, and every wire was loaded with the messages of frantic officials, someone happened to wonder what that big boob Garrity was doing with his snow ploughs.",big,,['happened']
"'I remember a pleasant place, set about with fruit-trees, where one can walk in meditation--and the air is cooler there.",air,meditation,['remember']
A man mows the grass of a backyard using a mowing machine.,man,mowing,['mows']
She tried to raise herself still further and found the process astonishingly easy.,further,,['tried']
He was engaged in hulling walnuts by driving them through holes in a board.,He,board,"['engaged', 'in']"
"547.  548.  549. ""We went into the house.",We,house,"['went', 'into']"
Other rooms are shown and the dogs continue being groomed and laying down on the ground waiting for their turn.,dogs,turn,['shown']
"As at Vandyke Brown's wedding Jaune d'Antimoine was radiantly magnificent in ""The Marquis Suit,"" adding splendor to the ceremony and rendering himself most pleasing in the eyes of Rose Carthame; so, a month later, he was yet more radiant when he wore the famous suit again, in the church of Saint Vincent de Paul, and was himself married.",when,,['was']
"""I was getting settled, and studying, and learning to knit, and--oh, I'm the most wretched knitter, Clay!",I,,['settled']
"But the doll retained its stability, strutted about on its tiny feet, and turned its head, whilst at every step repeating the same words after the fashion of a parrot.",doll,same,['retained']
"Cicely obeyed, but when they had passed a wagon, drawn by a team of oxen, she said, ""But there was more room on the other side.""",she,other,['obeyed']
"""You can see for yourself,"" and he turned around and waved his hand toward the barbette where the gun had been mounted.",where,,"['see', 'for']"
"I have no doubt that, had I and my gun been at the battle of the Nile, we would mutually have immortalised ourselves; the ramming-pole would have been hung up in Westminster Abbey; and I, ennobled by the king, besides receiving the illustrious honour of an autograph letter from his majesty through the perfumed right hand of his private secretary.",mutually,ramming,['hung']
"A window cleaner in sneakers and a beanie is hanging up and cleaning a window with a towel, with other cleaners behind him hard at work.",window,cleaner,['hanging']
  The game begins with a team of men against a team of women each taking turns throwing dodge balls at each other violently.,taking,dodge,"['begins', 'with']"
 She twirls the baton around in the air.,She,air,['twirls']
 A young rider jumps a ramp and clutches the handlebars with his feet.,young,,['jumps']
"He was a cross old party, and sat huddled up in the straw, scowling at every one, like an ill-tempered old bachelor.",He,old,['was']
Sometimes they moved not more than a few paces to let him pass.,few,,['moved']
 The camera pans around the tree and shows the man checking up on the dirt.,camera,man,['nothing']
  The woman then returns to talking to the camera.,woman,then,"['returns', 'to']"
"""She creeps up on small birds after dark, when they are asleep.""",when,,['creeps']
 The camera pans around the beach and back to the people playing with one another passing the ball around.,,camera,['nothing']
"The intelligence is certain, for he had obtained it from Old Crouch, the huntsman, who is to escort her.",Old,who,"['is', 'certain']"
" She moves slowly, showing various martial arts moves.",She,martial,['moves']
"It was all right and well out of reach of the maddest waves, so I sat down beside it and cuddled it for company.",so,,['sat']
"That astute person, however, after a modest draught, sat still, anchored to the half-empty glass.",astute,,['sat']
He returned to the fuelhouse door.,He,fuelhouse,"['returned', 'to']"
"""Out where?"" inquired Jack, while Marcy's heart began beating like a trip-hammer.",where,,['inquired']
Rick clenched his hands.,Rick,hands,['clenched']
"However, it shall not be said that I went back from my word, and let the chances be as desperate as they may, I will meet you.""",I,you,['meet']
"""I thought I'd go round by the low meadow and see all safe, and then the nearest way home was on the hill side, you know.""",home,hill,['know']
"Then they stepped up into a chamber in the conning tower of the boat and, after a door slipped shut beneath them, water slowly commenced to pour into the compartment.",water,slowly,['stepped']
A chef speaks as she stands by a table full of cooking ingredients.,she,cooking,['speaks']
"The tables were so narrow, and were set so close together, that there was space for twelve of them, six jutting from either wall.",tables,six,['were']
"I should have preferred running west for some time.""",I,running,['preferred']
" The man performs another flip, the video rewinds, and we see the flip again.",we,flip,['performs']
"Especially they come when my mind is at rest, unoccupied; when I'm dreaming over the fire, or sitting with a book which fails to hold my attention.",which,attention,['come']
  The man begins at a profile view holding a paddle while sitting in a canoe and talking to a camera occasionally pointing to a nearby shore with the paddle.,man,nearby,"['begins', 'at']"
"I had let myself go, and was hanging by the hands to the sill, when his blow fell.",when,,['let']
Mr. Travers had a heavy and rather long chin which he shaved.,rather,,['had']
 There are several people talking about the fascination of mountain climbing.,,several,"['are', 'several']"
"Loring, Hawthorn, cut any man down who raises his hand.",who,hand,['cut']
"The women wore a single light deerskin about their hips, for it was summer, and quite warm.",light,,['wore']
 The woman is now standing in her shower fully clothed and she's applying a lot of shaving cream to her right leg that's propped on a wall.,right,shaving,"['standing', 'in']"
 He is playing an old accordian.,He,old,['playing']
"Sponsilier was expecting us, and on the appearance of our wagons, moved out to a new camp and gave us a clear crossing.",Sponsilier,clear,['expecting']
 Gymnasts perform on the poles.,Gymnasts,poles,"['perform', 'on']"
"""Now,"" went on Blanco, ""there is one thing more.",,Now,['is']
" Suddenly, fire and smoke come out from the wood fire with sparkles.",Suddenly,,['come']
 A woman is then standing with weights in her hands and doing lunges.,woman,then,"['standing', 'with']"
 The bike washing and other ladies appear.,bike,washing,['appear']
 Many pictures are shown of a woman tying up a pair of skates.,Many,,"['shown', 'of']"
 They are all wearing flippers.,They,flippers,['wearing']
All of a sudden at a turn of the road she caught sight of the corner of a house among the trees.,a,,"['sudden', 'at']"
 The left man throws his hand in the air.,left,,['throws']
"""Do you think I shall pull through, doctor?"" asked the young man.",I,young,['asked']
"""You're sorry for me?"" he went on, gently.",he,me,['went']
The man turned and said something to a companion near him.,man,him,['turned']
 At the end of the video a text box shows up with a fun fact about squash.,text,box,['shows']
She turned to him with a bright smile of affected surprise.,She,affected,"['turned', 'to']"
"I thought it better, therefore, to wait before moving in your matter until things were definitely settled, as it was infinitely better that you should be put on half-pay because the war had come to an end than to apply to give up active service while the war lasted.""",active,,['thought']
We go often to one perfectly dreadful little place because there's a funny old waiter that we call by his first name.,old,,['go']
"Edgar was hurried ashore with the camels, while the sheik remained behind settling with the boatman.",ashore,,['hurried']
 The teen holds the violin with the left hand moving the fingers and playing with the bow.,teen,left,['holds']
"Then, filling his reservoirs of water, he descended and shut himself up in the hole.",Then,,['descended']
He staggered to the door and threw it wide.,He,it,"['staggered', 'to']"
 The other continues kicking and ends by fading to black.,other,black,['continues']
"""Did you strike Bill with it?""",you,it,['strike']
Two boys in blue karate suits and red belts are standing on a stage in a school cafeteria and they are doing a karate routine in unison.,red,school,"['standing', 'on']"
 She starts chopping food on a block.,She,block,['starts']
A set of black boots are shown on a small table along with a bottle oil and a rag in front of a woman.,set,small,"['shown', 'on']"
"The door burst open, and out flew the commercial traveller in his stockings.",door,commercial,"['burst', 'open']"
A person is seen shoveling up some snow with the camera laid on his head.,person,head,['seen']
"since; ago; since then, sittin', sitting, skean dhu, knife; dirk; short-sword, slaverin', slobbering; talking fast; flattering, sleepit, slept, sma', small; little; slight; narrow; young, sma'est, smallest; littlest; slightest; narrowest, smugglet, concealed; hid, sodger, soldier, some, somewhat; rather; quite; very, also some somewhaur, somewhere,  soon', sound, soon's, sounds,",also,,['slept']
"I couldn't find any, and I heard all about the Simmonses' cats, and I know lots of other cats that haven't got good homes, and--I am going to be in it.""",good,,['find']
 Someone chops the lemon and squeezes it into a glass.,Someone,glass,['chops']
 She does sit ups on the ground.,She,ground,['sit']
"They won't rush us, but keep all the boys close up to the house, Mr. Worth.",boys,house,['rush']
 They continue forward very slowly taking their time and enjoying the experience.,They,slowly,['continue']
"Here he climbed about halfway up, and then paused.",Here,,['climbed']
" When he is done, he continues to talk to the camera before walking away.",he,camera,['continues']
"It's a pang to part with her' (says I, my fine hi's filling with tears), 'but part from her I must.'",I,her,"[""'s""]"
 The two players began walking.,two,,['began']
"Do you remember the garden-party where you said--Well, the laurel walk is still there; the beauties of two years ago are still here, and there are new beauties, and their noses are slightly tilted, but no man can move them; ha, do you pull yourself together at that?",you,together,['remember']
"Her eyes roved to Garnache's, and fell away in affright before their glitter.",eyes,away,"['roved', 'to']"
"At any rate, there's one of your troubles cut off.""",,troubles,"[""'s""]"
  The man dries and applies product to the woman's hair.,man,hair,['dries']
"""I think you'll see a small bottle of eau-de-Cologne on the top of the piano,"" she said, and shut her eyes.",small,eau,['said']
"  The woman then wraps the gift with final ribbon and the camera closes up on the finishes, wrapped, product.",final,,['wraps']
" Then, the little girl jumps to the ground and extend her arms.",little,,"['jumps', 'to']"
He's got no time to waste being hanged.,He,time,['got']
 The biker jumps in the ramp with his bike in front up.,biker,front,"['jumps', 'in']"
"""That I have thought of,"" the officer said, ""and have brought with me some dye which will darken your skin.",which,skin,['said']
While the two men were still bending over their task there was a slight stir at the open door.,two,,['was']
"As Leonard advanced, the sound of his footsteps caught Chowles's ear, and uttering a cry of surprise and alarm, he let fall the lid of the chest, and sprang to his feet.",he,feet,['let']
 They run out into a ring together.,They,ring,['run']
"This document, being duly signed, sealed, and delivered in the presence of the witnesses John Jennings, Eben Merritt, Esquire, and Cyrus Robinson, was stored away in the pocket of Lawyer Eliphalet Means's surtout, to be later locked safely in his iron box of valuables.",document,safely,['signed']
Things were moving.,Things,,['moving']
 He sits up and starts drinking the beer.,He,beer,['sits']
"the what have we here for a lady?"" he continued, raising his eyes in deprecation of the surroundings; ""a house of nothing, a place of winds and dry bones, without refreshments, or satisfaction, or delicacy.",here,,['continued']
"You can't desert a dying father.""",You,dying,['desert']
He gave orders for the prisoner to be unbound and locked up in one of the smaller rooms downstairs.,He,smaller,['gave']
"No, I will not drink,"" and all the while his hand went up to the cups upon the shelf.",while,,['drink']
"Then they turned as swiftly, and they walked away from us.",swiftly,,['turned']
"And stopping short, he pointed prophetically to the triumphal avenue, where the luxury and happiness of the city went rolling by in the sunlight.",where,,['pointed']
 A man speaks to the camera while people walk around with the canoes and show off pictures.,people,around,"['speaks', 'to']"
"""Then jump!"" They jumped, gripping each other's hands tightly--and instead of dropping like plummets were caught in a powerful field of force and whirled gently downward.",Then,,['jumped']
"Then her manner changed; she folded her hands meekly before her and spoke: ""Let Pharaoh hearken to his handmaiden.",meekly,,['folded']
"There he is to halt, and wait until the Electoral Prince arrives with his attendants.",Electoral,Prince,['is']
" Snow flying in the air lands on the face of the man, then the man continue snowboarding.",then,air,['continue']
She put her arms around his neck.,She,neck,['put']
 More owners perform tricks with their dogs while the audience watches on the side.,audience,side,['perform']
 A referee is standing on the side of the ring watching them.,referee,them,"['standing', 'on']"
"These questions she had meant to ask him when he was sleeping: now she could not ask them from that bowed head, nor yet from those clasped hands.",now,,['ask']
 The men drum while the camera pans around them.,camera,them,['nothing']
"Old Jane would not let Olive pass, and if he met her on the road or in the town he wanted to be well dressed.",he,town,['let']
"""I intend to dance with her!"" The Cavaliere had been watching him attentively; he gently laid his hand on his other arm.",attentively,,['laid']
"I had gone out myself early in the morning, and had had a long ramble, and somehow or other, as I was steering homeward, I found myself in this very Harlesden we have been talking about.",very,,['found']
She caught glimmerings of profounds inexpressible and unthinkable that hinted connotations lawless and terrible.,inexpressible,,['caught']
 The man completes the jump after a couple tries and is shown again in slow motion.,couple,slow,['completes']
" She does several acts and stunts with the hoop, bringing her head and arms in and out.",She,several,"['does', 'several']"
The children thought they were handkerchiefs and ecstatically wiped their noses.,they,ecstatically,['thought']
 The men continue wrestling in the game and end by looking down at a player.,men,player,['continue']
A woman brush the hair of a girl while talking sitting on a bed.,woman,bed,['brush']
The little hand dropped away from his coat sleeve.,little,,['dropped']
"A special effect intro appears and a blue word appears in the middle of the screen and say's ""Howcast"".",blue,,['appears']
 The woman begins swinging the racket while another boy stands beside her.,boy,her,['begins']
 He then gives a big smile while looking to the camera.,He,big,['gives']
It was a centaur that dashed into Salisbury and scattered the people.,that,people,['was']
"An hour later old Tom Cave rode in, his horse all in a lather, all the way from Garretson's camp, twenty-five miles to the east.",old,Tom,"['rode', 'in']"
" woman is putting sugar in a pan with water and heat it, put water and lemon juice and mixing all the ingredients in a jar.",woman,water,['putting']
"Towards midnight she began to wander in her speech; and after that it gradually set in that she said innumerable times in a low solemn voice, ""What have I done!"" And then, ""When she first came, I meant to save her from misery like mine.""",first,,['meant']
 The man and the woman play the piano together.,man,piano,['play']
