sentence,source,target,relation
The train lines provided an easy path to follow.,train,lines,['provided']
Reza Enayati started out his professional career playing for his hometown club Aboomoslem.,professional,,['started']
Man sits among bicycles while adjusting the tire on one.,Man,one,"['sits', 'among']"
Many stylistic changes were made making the music faster and more brutal.,music,,['made']
There have been riots particularly in the area of the Grande Borne.,,particularly,['been']
There are two types of trehalases found in Saccharomyces cerevisiae viz.,,two,['are']
Can you search Never Turn Your Back on a Friend show.,you,Friend,['search']
The closest local shops are in Bardsey Shadwell and Whinmoor.,local,,"['are', 'in']"
Remember these words as if you are counting.,you,words,['Remember']
But she should have it and to spare tonight.,she,it,['have']
It showed a fullscreen high resolution display of a pinball game table.,It,high,['showed']
This technique is called electron crystallography.,technique,,['called']
The former was later associated with the Union for a Popular Movement.,former,later,"['associated', 'with']"
A man standing next to a hotdog stand.,,next,['man']
Brown was a veteran of the American Revolutionary War.,Brown,American,['was']
You should sustain yourself better.,You,yourself,['sustain']
Lipps Rick and Weaver Tim.,,,['Rick']
A man in sunglasses wearing short shorts and knee pads jogging on the side of the street.,,short,"['man', 'in']"
The fire alarm went off again but when I looked outside there was no one there.,when,,['went']
A woman scanning groceries for a customer inside a store.,,store,['woman']
There was a hole in the carpet.,,carpet,['was']
A hotdog vendor looks sad.,hotdog,vendor,"['looks', 'sad']"
Did you see him.,you,him,['see']
People iceskate in the evening underneath the glow of lighted tree.,People,lighted,"['iceskate', 'in']"
The crops have flourished this year.,crops,,['flourished']
Can you find me the work Wild Things Diamonds in the Rough.,me,Wild,['find']
Im really not able to choose between them.,I,really,['m']
The bar is closed this evening.,bar,,['closed']
The new mezzanine is now referred to as the Plaza level.,new,,"['referred', 'to']"
Bald Eagle Mountain runs through the northernmost portions of it.,Bald,Eagle,"['runs', 'through']"
Infants gecker to attract their mothers attention.,mothers,,['gecker']
Rainfall is not very high but can occur at any time of the year.,Rainfall,very,['is']
Various approaches have been applied to study the structure dynamics and functioning of chaperones.,Various,,['applied']
Her memoirs are illustrated by hundreds of drawings of life in the Gulag.,memoirs,Gulag,"['illustrated', 'by']"
A bustling indoor mall walkway.,,,['walkway']
The gardens have recently been restored.,gardens,,['restored']
Children and a few adults are playing in a water fountain on the ground.,Children,few,"['playing', 'in']"
Worlds declared perspective is one of Christian evangelical Protestantism.,perspective,evangelical,['declared']
The college has an active social calendar for both current students and alumni.,college,current,['has']
Two nights later however Vyjayanti is revealed.,however,,['revealed']
There are booked shows regular open mics and bringer shows.,,open,['booked']
husband and wife heading up the hill to go to the swimming hole.,,swimming,['husband']
The remnants of the AirWalker are found by the villain Machinesmith.,remnants,villain,"['found', 'by']"
A woman in a green skirt and blue shirt shakes the dust from an object.,woman,blue,['shakes']
This is fully skimmed milk.,This,fully,['skimmed']
Matthew Rolston directed the songs music video which was filmed at Pinewood Studios London.,songs,music,['directed']
I have always wanted to travel the world.,I,always,['wanted']
The males are territorial defending rock pile shelters against other adult males.,males,other,"['are', 'territorial']"
Cotton wool can be used with makeup remover to remove eyeshadow.,Cotton,wool,"['used', 'with']"
This reaction product has a complete octet.,reaction,product,['has']
The nearest land is Fakarava Atoll located to the southeast.,nearest,,['is']
A man trains his body pulling a keg.,man,keg,['trains']
The press box is located at the top of the west grandstand.,press,box,"['located', 'at']"
Prior to the advent of spectroscopic analysis such methods were widely used.,such,,['used']
Ratings dropped in a drastic way.,Ratings,drastic,"['dropped', 'in']"
Attack is the best means of defence.,Attack,best,['is']
The Sabine River forms part of the northwest border of the city.,Sabine,River,['forms']
The hand with the whip pointed to the south.,hand,south,"['pointed', 'to']"
He never married and had no survivors.,He,survivors,['married']
The book has been wrong in the past.,book,past,"['been', 'wrong']"
The town is part of a regional initiative known as the Canal Towns Partnership.,town,regional,['is']
Wife why do you look at me in that way.,why,,"['look', 'at']"
A dog in the snow ripping an object with its teeth.,,teeth,"['dog', 'in']"
Where do foxes inhabit.,Where,,['inhabit']
My dermatologist recommended I stop washing my hands with boiling hot water.,I,hot,['recommended']
Saws were also made of bronze and later iron.,Saws,also,"['made', 'of']"
The server is temporarily unable to service your.,server,temporarily,['is']
They feed while swimming but can dive from both the surface and the air.,They,surface,['feed']
Sparse connectivity allows us to widen the network without increasing the number of parameters.,us,parameters,['allows']
The transactional interpretation resolves this quantum paradox.,transactional,,['resolves']
Many people in white shirts are walking down a street.,Many,,"['walking', 'down']"
The art festival was a disaster.,art,festival,['was']
‘Suppose we change the subject’ the March Hare interrupted yawning.,March,Hare,['interrupted']
A man in a white turban with a blue shirt on and a plaid shirt underneath.,,blue,"['man', 'in']"
Alfau wrote two novels in English Locos A Comedy of Gestures and Chromos.,Alfau,two,['wrote']
I suspect this may be someone new making themselves known.,new,,['suspect']
A couple with a child laying on a blanket in the grass.,child,grass,"['couple', 'with']"
More honored in the breach than in the observance.,,More,"['honored', 'in']"
The Russians decisively defeated the Ottomans at Shipka Pass and Pleven.,Russians,decisively,['defeated']
Guys homophobia isnt tolerated in this office.,Guys,homophobia,"['tolerated', 'in']"
Some of those people behind the mask of some fake ghosts are not criminals.,Some,fake,['are']
Goodman is married to Charles Seaford who works for the New Economics Foundation.,Charles,who,"['is', 'married']"
A woman ought to be prepared for any emergency.,woman,emergency,['ought']
During the Japanese Occupation the school was renamed to Bras Basah Road Boys School.,Japanese,,"['renamed', 'to']"
The wreck is in a shattered condition spread over the sea bed.,wreck,shattered,"['is', 'in']"
A young girl wearing pink is pushing a green wheelbarrow with a young blond boy in it.,young,,['pushing']
Republicans hold all but two of Bollinger Countys elected positions.,Republicans,elected,['hold']
This is a list of several artificial or manmade islands.,This,artificial,['is']
I am the new County Road Surveyor.,I,,['am']
I have indeed Tuppy old man.,I,old,['have']
I read it through three times before I laid it down.,three,,['read']
The football squad is Avezzano Calcio who play at the Stadio dei Marsi.,Avezzano,who,['is']
Numerous reforms took place among the nuns.,Numerous,,['took']
A hinged sideplate allows access to the mechanism for lubricating and servicing.,hinged,,['allows']
Its notable peaks include Irensaga Iron Saw and Starkhorn.,notable,,['include']
He retired to his farm Lions Den in Charles City County.,He,Charles,"['retired', 'to']"
How did it happen.,How,,['happen']
A man in aged clothing holding flowers.,,aged,"['man', 'in', 'aged']"
Corrosionresistance can be increased by cadmium plating or phosphating.,Corrosionresistance,cadmium,"['increased', 'by']"
The father remains silent until the abortive fifth verse when he retorts voetsek.,when,,"['remains', 'silent']"
Curiosity killed the cat Satisfaction brought it back.,Curiosity,cat,['killed']
Whats in that desk.,What,desk,"['s', 'in']"
This is usually not the case in fusion space and astrophysical plasmas.,This,usually,['is']
Māori became concentrated in the larger state housing suburbs.,Māori,larger,"['became', 'concentrated']"
Satsang means association with Truth and describes a group that seeks truth.,that,truth,['means']
This is despite the station being in a somewhat remote countryside location.,This,remote,"['is', 'despite']"
A female athlete playing volleyball on the beach.,,female,['athlete']
She is currently the chancellor of the Multimedia University of Malaysia.,She,currently,['is']
It was built of yellow stone and was almost square in shape.,It,almost,"['built', 'of', 'yellow']"
A pair work with the camera.,,pair,"['work', 'with']"
His brother Ambrose Spencer Junior was killed at the Battle of Lundys Lane.,brother,Lundys,"['killed', 'at']"
Development of office buildings and public spaces along the avenue continues.,Development,public,['continues']
This album was also the first time the band used an outside producer.,first,,['was']
There needs to be more awareness surrounding the issues raised in this event.,,more,['needs']
That much is evident from ongoing activities and formal pronouncements.,much,ongoing,"['is', 'evident']"
She made it to the final three but was eliminated in the sixth episode.,She,sixth,['made']
A child wearing a red bandanna has the word free written on her cheek.,child,free,['has']
The village is located within the Town of Black Earth.,village,Black,"['located', 'within']"
Ah there you have me.,there,,['have']
Today the party is led by Dinesh Gunawardena son of Philip Gunawardena.,Today,,"['led', 'by']"
Lawler indirectly agreed telling Brian that he was a bigger screwup than Charlie Sheen.,indirectly,,['agreed']
The company produced various types of toys in particular board games.,company,particular,"['produced', 'various']"
An integral trackball mouse is a customerselectable option at additional cost.,integral,trackball,['is']
Isatis is a very uncommon plant that is made into tea.,uncommon,,['is']
Paulus description of lithotomy closely follows that of Celsus.,Paulus,description,['follows']
However his attempts to reenter politics remained unsuccessful.,However,,"['remained', 'unsuccessful']"
Condor Pacific was a manufacturer of sensors and guidance systems for the aerospace industry.,Condor,Pacific,['was']
He stared at Hanaud as though he were mad.,he,Hanaud,"['stared', 'at']"
From then on a new episode could be heard every weekday.,,new,['heard']
Perseverance is the foundation of accomplishment.,Perseverance,accomplishment,['is']
She told me herself.,She,me,['told']
Three terrestrial ecoregions cover the delta.,terrestrial,,['cover']
The people look around at the glacier.,people,around,['look']
These elements are considered throughout the strategic planning process.,elements,strategic,"['considered', 'throughout']"
Didnt they have any guitars you liked.,you,guitars,['have']
Small child in red jacket and khaki pants at the top of a slide with a fence behind.,,red,"['child', 'in', 'red']"
He was released in the middle of July.,He,July,"['released', 'in']"
Derivatives of tetrahydropyran are however more common.,Derivatives,tetrahydropyran,['are']
He was born at Ostel Picardy.,He,Ostel,"['born', 'at']"
The system of Japanese era names was not the same as Imperial reign dates.,system,Imperial,['was']
Page Kennedy was an active and popular Viner.,Page,Kennedy,['was']
is located within the seat.,,seat,"['located', 'within']"
With all of it.,,it,['With']
I am supposed to be here.,I,,['supposed']
A crowd stands waiting for a subway.,crowd,subway,['stands']
Two people watch TV from over a white ledge.,Two,,['watch']
Ward was named after James A.,Ward,James,"['named', 'after']"
These factory workers are also called millers.,factory,workers,['called']
I am working on attaining certification for my talents.,I,talents,"['working', 'on']"
A little girl is looking at some plants while another is on the phone in the background.,another,background,"['looking', 'at']"
Four children are playing together outside.,Four,,['playing']
Thai dancers happily going through their steps in unison.,Thai,,"['going', 'through']"
The cover photographer is Bob Carlos Clarke.,cover,photographer,['is']
Those were the words and the woman was obviously honest.,woman,,['were']
The wand survived for a time under the Normans.,wand,Normans,"['survived', 'for']"
But such activity was dangerous.,such,,"['was', 'dangerous']"
Dufree became the first permanent merchant in Red Bud.,Dufree,permanent,['became']
This again should result in improved productivity.,This,improved,"['result', 'in', 'improved']"
The basketball bounced off his shield of titanium.,basketball,titanium,"['bounced', 'off']"
Judge Stephens son Albert Lee Stephens Junior was also a federal judge in California.,Judge,Stephens,['was']
The clerk eyed him strangely.,clerk,him,['eyed']
The OverGovernor was appointed by and reported to the King in Council.,OverGovernor,Council,"['appointed', 'by']"
Land owners were evicted.,Land,owners,['evicted']
The working title for the album was Death Is a BSide.,Death,album,['was']
The hofje has places for six women.,hofje,six,['has']
The resulting mixes formed a new version of the album released on Bomp.,resulting,,['formed']
Presently it has ten exhibition halls on three floors.,Presently,,['has']
He felt that Suedes music and lyrics offered nothing new.,Suedes,music,['felt']
A common scenario for remodeling is after myocardial infarction.,common,,"['is', 'after', 'myocardial']"
Alan realizes that the disease causes male sexual impulses to instead become violent impulses.,sexual,,['realizes']
A man in a white and black uniform is attempting to hit the baseball.,man,white,['attempting']
It is similar to dragon boat and is mainly practiced in Thailand.,It,mainly,"['is', 'similar']"
The game has both military and civilian aspects.,game,military,['has']
Previous translation efforts had been focused mainly on religion and technology.,Previous,translation,['focused']
Are you sure theres no mistake.,you,,['Are']
Some local authorities were determined to retain grammar schools.,local,,['were']
In the more moist areas some closed coniferous forest stands may appear.,coniferous,forest,['appear']
You shouldnt be here the alchemist answered.,here,,['answered']
A black and white dog jumping high to catch a ball.,,high,['dog']
But there you have the man.,there,,['have']
How do I close this window.,How,,['close']
Prior to Spanish colonization Chamorro people regularly held village celebrations.,Chamorro,,['held']
When in India however he lived with his partner Gillian Wright.,however,,"['lived', 'with']"
A man does bike jumps in the dark in an empty pool.,man,empty,['does']
An Oktober Guard Convention Tshirt and Pin were also available as attendee exclusives.,Guard,Convention,['were']
Similar results were produced.,Similar,,['produced']
It developed the Building for Life scheme and Manual for Streets.,It,Building,['developed']
A family is walking on the sidewalk.,family,sidewalk,"['walking', 'on']"
He looked into the eyes of his companions.,He,companions,"['looked', 'into']"
Their suits were all equipped with teleportation devices.,suits,teleportation,"['equipped', 'with']"
The historical revisionist De Ste.,,,['revisionist']
For a moment the men in the passage held their breath.,men,breath,['held']
For example the overheadvalve cylinder head for their first Vtwin motorcycle.,,first,"['head', 'for']"
Salenger has also appeared in independent films including Quality Time and Sparkle and Charm.,Salenger,independent,"['appeared', 'in', 'independent']"
He encountered a number of Valiant Universe heroes befriending some and alienating others.,He,Valiant,['encountered']
A bucking bronco causes a rodeo rider to lose his grip.,rodeo,rider,['causes']
And I didnt have a video camera like Ricky does.,video,Ricky,['have']
A small child wearing blue smiles as he stands behind a group of people.,blue,,['child']
Hes watching the other door.,He,other,['watching']
It is native to Europe and temperate Asia.,It,Europe,"['is', 'native']"
An elderly woman checks her cellphone while standing on the curb.,elderly,,['checks']
He encountered fierce resistance from some Guanches chiefs there.,He,fierce,"['encountered', 'fierce']"
Plumstead Manor School for girls is located in the area.,Plumstead,Manor,"['located', 'in']"
It is thus generally believed to have come from the Q document.,It,generally,['believed']
Ann Sanders replaced him the following year.,Ann,Sanders,['replaced']
At the best they were necessary accessories.,they,best,"['were', 'necessary']"
Before Lamb of God was successful he had previously worked as a cook.,he,previously,"['was', 'successful']"
Scaffolds are positioned along the physical map of the chromosomes creating a golden path.,Scaffolds,golden,"['positioned', 'along']"
The facts dont always show who is right.,always,,['show']
It is a slow expensive British constitutional kind of thing.,It,constitutional,['is']
He knew all the fields and pastures of Andalusia.,He,Andalusia,['knew']
Three men standing on grass by the water looking at something on a table.,Three,,"['looking', 'at']"
a boy in blue carries a bucket.,boy,bucket,['carries']
Hussey formed a breakaway band called The Mission as a result of this conflict.,Hussey,breakaway,['formed']
Marcus finds out Angela and Gerard will be going out that night.,Angela,,['finds']
A boy stands beside a railing at a go kart track.,boy,go,"['stands', 'beside']"
The oblast is situated in a zone of mixed forests.,oblast,mixed,"['situated', 'in']"
Nagauta performers generally play the shamisen and sing simultaneously.,Nagauta,performers,['play']
 Proletarii vsekh stran soyedinyaytes.,,,['soyedinyaytes']
The tip of her nose and part of one ear had been cut off.,tip,one,['cut']
Men are seated near some drums.,Men,drums,"['seated', 'near']"
The Dali Lama during a reception where participants have brought carnations parasols and prayer flags.,where,Dali,"['Lama', 'during']"
These services generally connect users via the internet.,services,generally,['connect']
In Britain mains power is typically supplied at two hundred and thirty volts.,Britain,mains,"['supplied', 'at']"
So while Frenchspeaking heralds described banners as azure commoners simply called them blue.,azure,,['described']
All an appearance can know is mirage.,appearance,,['know']
Many Tenebrionidae species inhabit dark places.,Many,Tenebrionidae,"['inhabit', 'dark']"
Book me a reservation for 2 at Fraser Mansion in Serbia.,,Fraser,['Book']
The Fourth Coinage Act acknowledged the gold standard over silver.,Fourth,Coinage,['acknowledged']
They often perform songs differently live to how they are performed on their recordings.,how,,['perform']
Plunkett earned five battle stars during the Second World War.,Plunkett,five,['earned']
The dog has red straps in its back.,dog,red,"['has', 'red']"
People eating and drinking outdoors.,,,['People']
Information on the animals presence on the Kuril islands is often contradictory or erroneous.,Information,Kuril,['is']
The Presidency is currently ensured by Comoros.,Presidency,currently,"['ensured', 'by']"
Bok was born in Bryn Mawr Pennsylvania.,Bok,Bryn,"['born', 'in']"
Clausel replaced the Legitimist General de Bourmont in charge of the invasion of Algeria.,Clausel,General,['replaced']
A man performing a skateboard trick with streetlights and traffic lights behind him.,,traffic,['man']
Porter has won two Webby Awards for his video remixes.,Porter,two,['won']
Many new Daozang were published.,new,,['published']
By the want of it we have been overthrown.,we,it,['overthrown']
His one wicket in test cricket was that of Geoffrey Boycott at Headingley.,one,,['was']
Heras appealed alleging inaccuracies in the testing and mishandling of his samples.,Heras,samples,['appealed']
Several people read by a campfire at night.,Several,,"['read', 'by']"
We have lived plainly enough here Phil and I.,We,,['lived']
They primarily host the green crab which is native to the Eastern Atlantic Ocean.,green,,['host']
Since then the camera has never left his side.,camera,side,['left']
A seagull appears at the left corners as a surfer attempts a minor wave.,left,,"['appears', 'at']"
A pink shell was found on the sandy beach.,pink,,"['found', 'on']"
He was caught and returned to Jamaica Queens and charged along with Ruth Snyder.,He,Ruth,['caught']
See the progress we are seeing in machine learning today.,we,machine,['See']
The mineral Zoubekite is named after him.,mineral,him,"['named', 'after']"
The machine gun was also licensemanufactured in Bulgaria India Yugoslavia and Poland.,machine,gun,"['licensemanufactured', 'in']"
Leaves turn brown and yellow in the fall.,Leaves,fall,"['turn', 'brown']"
Snakes and scorpions are best avoided.,Snakes,,['avoided']
Along the way it passes through craters ranges of hills and other small rilles.,it,hills,"['ranges', 'of']"
But I should like to start as soon as possible.,I,,['like']
The Billy DeFrank Lesbian Gay Bisexual and Transgender Community Center is on the Alameda.,Gay,Bisexual,"['is', 'on']"
Have you met Peter.,you,Peter,['met']
Street vendors are selling fruits and vegetables in a stand and in large baskets on the ground.,Street,vendors,['selling']
Khosrovanush is unattested elsewhere.,Khosrovanush,,['is']
There is a silhouette of a man with a backpack and German Shepard in the snow.,,German,['is']
The local newspaper is the Taylor Daily Press.,local,,['is']
I began to see what an ass I had been to steal the car.,I,car,['began']
It was not in working order but Crandall and Cox refurbished it.,working,Crandall,['was']
A man plays music to a crowd of people.,man,people,['plays']
Lennon contributes a single note harmony emphasising the beginning of each stanza.,Lennon,single,['contributes']
His second wish was that China would host the Olympic Games.,China,Olympic,['was']
Tear a thin sheet from the yellow pad.,,yellow,['Tear']
A man doing a one armed handstand in the grass.,,armed,['man']
Pop and conceptual artists work with professional technicians and possibilities for innovation are endless.,conceptual,,"['are', 'endless']"
A boy in a blue shirt plays in a jumping tent.,boy,jumping,"['plays', 'in']"
Listen to my voice and think carefully.,,voice,"['Listen', 'to']"
Children running towards a very big tree.,,big,['Children']
It featured a legion of people racing across a beach under a darkened sky.,It,darkened,['featured']
Everyones life is a unique story worthy of remembering.,Everyones,,['is']
How can I embed clip art into this powerpoint presentation.,How,,['embed']
Amish buggies comingle with automobiles through the corridor.,Amish,,"['comingle', 'with']"
I like movies and stuff like that.,I,that,['like']
He also cofounded LegalZoom and RightCounsel dot com and appears in their television commercials.,He,also,['cofounded']
He went on to work for the Goodyear tire company as an international lawyer.,He,international,['went']
Additionally such sets comply with the Condorcet loser criterion.,such,,"['comply', 'with']"
Two martial art athletes compete in front of an audience carefully monitored by the judge.,martial,art,"['compete', 'in']"
The rebels were under the command of General Primm.,rebels,General,"['were', 'under']"
Wisdom is neither inheritance nor a legacy.,Wisdom,,['is']
Both and are algebraic groups because the condition that a matrix be orthogonal ie.,algebraic,,"['are', 'algebraic']"
Their brand name was Crown Ducal.,brand,name,['was']
A man running through a field with a number 41 marked on him.,,41,['man']
Both served in the Marine Corps and both were awarded the Navy Cross posthumously.,Marine,both,"['served', 'in']"
People standing in line at a Pizza Pizza place.,,Pizza,['People']
Snedden followed parliamentary procedure and asked Hawke to withdraw the remark.,Snedden,parliamentary,"['followed', 'parliamentary']"
The most common glass electrode is the pHelectrode.,common,glass,['is']
Then he may be caught on a ledge.,Then,,"['caught', 'on']"
He had a short winning streak.,He,short,['had']
Grant is a member of the Omaha tribe of Nebraska.,Grant,Omaha,['is']
Would it not be better to rest now.,it,,"['be', 'better']"
Three people are jumping very high by the woods.,Three,,['jumping']
A man runs down a mountain.,man,mountain,"['runs', 'down']"
The Police Tactical Unit was dispatched to University Station.,Police,Tactical,"['dispatched', 'to']"
Additionally a bonus track called Galaxidion was included for the Japanese release.,Additionally,bonus,"['included', 'for']"
Rashidis work focuses on his views concerning African foundations of world civilizations.,Rashidis,work,"['focuses', 'on']"
Welcome to our introduction to philosophy.,,philosophy,"['Welcome', 'to']"
Id like to live in it.,I,it,['like']
I want to book an oyster bar wit parking in Guam for eight people.,I,eight,['want']
And watch out for wet feet was his parting advice.,watch,wet,['was']
The city of Shorewood is part of the Minnetonka Public School District.,city,Public,['is']
Gratings are also used extensively in research into visual perception.,Gratings,visual,['used']
Future projects include a new musical with Scott Frankel.,Future,,['include']
We talked of the side show in the circus.,We,side,"['talked', 'of']"
James believed the occupiers were staking their territory.,occupiers,territory,['believed']
Come on Betty lets go for a drink and sink a few.,,few,"['go', 'for']"
And this was their sole conversation throughout the meal.,this,sole,['was']
You used to joyride like the very devil.,You,very,"['used', 'to']"
The configuration of the wires was messy and difficult to understand.,configuration,wires,"['was', 'messy']"
‘Capital dinners he gave fine port too’ he remarked.,too,,['remarked']
A bunch of people sitting outside around a body of water.,,outside,"['bunch', 'of']"
Give one out of 6 to Pincher Martin saga.,,Pincher,['Give']
The book has been indexed The British Library.,book,,['indexed']
Private transport consists of motor scooters private cars and bicycles.,Private,,"['consists', 'of']"
If you were shipwrecked on a deserted island how would you survive.,how,,['survive']
By combining keys diagonal movement and shooting can be achieved.,diagonal,,['achieved']
The Town of Lincoln is in the northcentral part of the county.,Town,northcentral,"['is', 'in']"
We will face the challenges headon.,We,challenges,['face']
A child at an amusement park with a Disney character.,,Disney,"['child', 'at']"
Better men than I have split their trousers.,Better,,['men']
It is home to Ashford Athletics Club and has held several international events.,It,international,['is']
Two episodes were released per disc one episode on each side.,Two,,"['released', 'per']"
The conference is usually held in June.,conference,usually,"['held', 'in']"
Kaufman lives with his puggle Nugget in northern Los Angeles.,Kaufman,northern,"['lives', 'with']"
He is fairly frail nowadays and has to walk with a walking frame.,He,walking,['is']
Yeager once called Anderson The best fighter pilot I ever saw.,best,fighter,['called']
This gave a greater purpose to the performance of such musical styles.,This,musical,['gave']
The woman is posing in high heels on a rusty ladder.,woman,rusty,"['posing', 'in', 'high']"
A man sitting on the ground props his feet up against the railing.,man,railing,['props']
Once titled The Friendly City its charm and receptiveness leaves visitors feeling like locals.,Once,Friendly,['titled']
She lives the same life still.,She,same,['lives']
Meanwhile Crassus has found Varinia and Spartacuss newborn son and has taken them prisoner.,Meanwhile,,['found']
book a party of 4 at Louisiana Fried Chicken.,,Louisiana,['book']
I had some good things all stored up.,I,good,['had']
You can learn how to build parts for a prosthetic arm.,You,prosthetic,['learn']
Independence of irrelevant alternatives pertains to welldefined preferences as well.,Independence,irrelevant,['pertains']
ShivHari continue to perform live together.,ShivHari,,['continue']
Michael studied political science in Paris.,Michael,political,"['studied', 'political']"
As an author Stewarts output was at once diverse original and important.,Stewarts,output,['was']
My young friends are pressed for time.,young,,"['pressed', 'for']"
She seemed to sway like a sapling.,She,sapling,['seemed']
How do you sew.,How,,['sew']
The dissected corpses were buried in the churchyard of St Olaves Silver Street.,dissected,,"['buried', 'in']"
Wyness began his career at Aberdeen where he originally played as a midfielder.,where,,['began']
Such remains are rare in this part of Wales.,Such,,"['are', 'rare']"
The Turkish forces in the first redoubts were quickly overwhelmed and forced to flee.,Turkish,,['were']
Three people are outside walking up a set of wooden stairs.,Three,,['are']
However Laure instead doublecrosses her accomplices and escapes to Paris with the diamonds.,However,,['doublecrosses']
Im going to search this room from end to end.,I,end,['going']
Belief in the Great Commission as the one and only mission of the Church.,,only,"['Belief', 'in']"
The Nanshan Forest covered the northern slopes the Bashan Forest the southern.,Nanshan,Forest,['covered']
The march is supposed to take place in March.,march,March,['supposed']
He died in Freiburg.,He,Freiburg,"['died', 'in']"
They did not know that Harry was suspected.,Harry,,['know']
On this particular occasion you neednt fear.,particular,,['need']
Law and order to maintain the peace.,,peace,['Law']
He took out his money and counted it.,He,it,['took']
Lewis has described the album as a sort of soul record.,Lewis,soul,['described']
The rest of the teams he was traded to or from during a season.,he,season,"['rest', 'of']"
Arthur Francis Northcote fourth son of the first Earl.,,first,"['Northcote', 'fourth']"
She was always grave and strict.,She,,['was']
Backus attended Shaw High School in East Cleveland Ohio.,Backus,East,['attended']
Their mediumsized ears are broad at the base and widely set.,mediumsized,,"['are', 'broad']"
How does the case stand now.,How,,['stand']
Also she wouldnt walk.,Also,,['walk']
This application will work on any computer.,application,computer,"['work', 'on']"
a baby in a car seat wearing overalls.,,car,"['baby', 'in']"
Body language is a behavioral language that can be visually understood.,behavioral,,['is']
His journalistic work which was considered leftist helped establish the Cuban Communist Party.,journalistic,,['work']
Remove the gripes from the lifeboat.,,lifeboat,['Remove']
I have looked well into the papers Esther.,I,well,['looked']
When you write a column you cant sit on the fence.,you,fence,"['sit', 'on']"
Whatre you trying to do.,you,What,['trying']
I could carry you in my basket.,I,basket,['carry']
The Gaskin Maneuver also called all fours is a technique to reduce shoulder dystocia.,Gaskin,Maneuver,['called']
Two dirty guys playing soccer in the grass with players in the background.,,dirty,['guys']
The dam now burst.,dam,,['burst']
Juveniles grow rapidly to reach adult size within ten months.,Juveniles,ten,['grow']
Agriculture consists of small farming mainly for subsistence.,Agriculture,mainly,"['consists', 'of', 'small']"
Some men and some women are standing outside while wearing colorful clothing.,men,colorful,['standing']
The centre is a prison inside the prison.,centre,prison,['is']
Richards received permission to write down the previously unwritten portions of the ceremony.,Richards,unwritten,['received']
Ogonori is typically eaten cold and is a source of the thickener agar.,Ogonori,typically,"['eaten', 'cold']"
Three people eating in a cafeteria.,,Three,['people']
She appeared in three films none of which was successful and Moore retired.,Moore,which,"['appeared', 'in']"
Image registration could be easily incorporated into lowpower embedded devices.,Image,registration,"['incorporated', 'into']"
He was not displeased with his companions enthusiasm.,companions,enthusiasm,['was']
The brewery produces the well known Belhaven Best ale.,brewery,known,['produces']
Orlando Anderson the Crip whom Shakur had attacked fired the fatal shots.,Orlando,Anderson,['fired']
The Yorkshire Oaks often features horses which ran previously in the Epsom Oaks.,often,,['features']
Why does a plant turn towards the sun.,Why,,"['turn', 'towards']"
Paul wished he were stupid.,he,,['wished']
The boy is looking into the bathroom mirror as he brushes his teeth.,bathroom,he,"['looking', 'into']"
The genus is characterized by personate flowers with an inferior gibbous corolla.,genus,gibbous,"['characterized', 'by', 'personate']"
The Lakota continued harassment of the Mandan Hidatsa and Arikara.,Lakota,Mandan,['continued']
Grovel and the best of them get uppish.,Grovel,them,"['get', 'uppish']"
A white man playing volleyball.,,white,['man']
Finally Alexandre dies on the way to hospital after a car accident.,Finally,,"['dies', 'on']"
Therefore George be careful what you say.,you,what,"['be', 'careful']"
Monty also works as keyboardist and percussionist with the Sumerian Kyngs.,Monty,Sumerian,"['works', 'as']"
A man in a blue jacket is sitting on a bench and smiling beside a lake.,man,blue,"['sitting', 'on']"
Shelagh Rogers and Stuart McLean were frequent guest hosts in later years.,Shelagh,Rogers,"['were', 'frequent']"
Tom Ray Russ Dyson and Keith Darling helped at various points.,Ray,Russ,"['helped', 'at', 'various']"
Well Ill be plumb gosh darned.,Ill,,"['be', 'plumb']"
Ive got a horrible cold today.,I,horrible,['got']
The Red Army invaded Afghanistan.,Red,Army,['invaded']
American hat is with blue stars and red stripes looks pretty on this girl.,American,,"['is', 'with', 'blue']"
Western subsequently ceased all service into Kodiak.,Western,subsequently,['ceased']
Three people tow of them women are on a beach wearing casual summer clothing.,women,casual,"['are', 'on']"
The book consisted of four dialogues in imitation of Lucian.,book,four,"['consisted', 'of']"
Who is the blonde girl with the red skirt.,blonde,,['is']
There is a memorial plaque in honor of its most famous student Mikhail Lomonosov.,,famous,['is']
The log on which LopEar was lying got adrift.,LopEar,which,"['got', 'adrift']"
The revised manual would have spelled out more clearly which interrogation techniques were prohibited.,clearly,interrogation,['spelled']
The style is largely of the Aesthetic Movement.,style,largely,['is']
Man with a camera crew getting ready to descend from a high place.,,high,"['Man', 'with']"
The contents of the monastery are also noteworthy.,contents,monastery,['are']
Angus Fairhurst was born in Pembury Kent.,Angus,Fairhurst,"['born', 'in']"
The line of reasoning is illustrated below.,line,reasoning,['illustrated']
I havent had the nerve to tell him yet.,I,him,['had']
He bowed to her with a genuine deference.,He,genuine,"['bowed', 'to']"
Four young men in a room working on some tasks.,,young,"['men', 'in']"
The Bside is an instrumental remix titled Dubvulture.,Bside,,['is']
A blond infant chewing on a red toy.,blond,,"['chewing', 'on']"
Academic journals are more publicly accessible if they are published open access.,publicly,,['are']
The governor received a suspicious package and the police had to investigate.,suspicious,,['received']
